issueId,prId,prTitle,prDescription,prStatus,prFilePaths,prCreatorLoginId,prCreatedDate,prMergedDate
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,actionmailer/lib/action_mailer/mail_helper.rb; actionmailer/test/mail_helper_test.rb,makmic,2024-10-22T07:53:13Z,2024-10-23T08:08:39Z

53317,53359,Fix time zone-aware custom attributes not to hit the circuit breaker for infinite recursion,"When `time_zone_aware_attributes = true` and a type is included in `time_zone_aware_types`  that type is wrapped by `TimeZoneConverter`.
 
 https://github.com/rails/rails/blob/e71a6d410e57589fc9e4b13c918eed427c936152/activerecord/lib/active_record/attribute_methods/time_zone_conversion.rb#L77-L90
 
 302e9235 was to work `TimeZoneConverter` on `tsrange` and `tstzrange` types  but that commit mistakenly yield the subtype processing even for types other than array/range  causing an infinite recursion.
 
 To address that infinite recursion  5bb26008 introduced the circuit breaker `map_avoiding_infinite_recursion`  hitting the circuit breaker unintentionally is why wrapped `custom_type.cast(timestamp.to_i)` for a time zone-aware custom type in #53317 returns nil when `time_zone_aware_attributes = true`.
 
 This makes that yield the subtype processing only for array/range types  and removes the circuit breaker `map_avoiding_infinite_recursion`  so that `type.cast(...)` on a time zone-aware type returns a consistent value whether or not `time_zone_aware_attributes = true` is set.
 
 Fixes #53317.
 ",closed,activemodel/lib/active_model/type/value.rb; activerecord/lib/active_record/attribute_methods/time_zone_conversion.rb; activerecord/lib/active_record/connection_adapters/postgresql/oid/array.rb; activerecord/test/cases/attribute_methods_test.rb; activerecord/test/schema/schema.rb,kamipo,2024-10-18T05:30:24Z,2024-10-19T00:21:59Z

53269,53270,[Fix #53269] `:only` and `:except` validation incorrectly handles string values,"Follow-up for https://github.com/rails/rails/pull/51464
 Fixes https://github.com/rails/rails/issues/53269
 
 Casts the `:only` and `:except` arguments to symbols before validating them.
 
 cc/ @byroot because you merged the previous PR.
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.",closed,actionpack/lib/action_dispatch/routing/mapper.rb; actionpack/test/controller/resources_test.rb,joshuay03,2024-10-11T13:52:14Z,2024-10-11T23:11:02Z

53266,53292,Allow `warning: redefining 'object_id' may cause serious problems` in the `TransactionCallbacksTest`,"### Motivation / Background
 
 This commit allows the `warning: redefining 'object_id' may cause serious problems` in the `TransactionCallbacksTest` that have been added via #38990 .
 
 I prefer not to allow `warning: redefining 'object_id' may cause serious problems` warning everywhere because generally overriding object_id should not be done.
 
 ### Detail
 
 This commit addresses  the following errors.
 
 ```ruby
 $ ruby -v
 ruby 3.4.0dev (2024-10-13T13:00:20Z master cf8388f76c) +PRISM [x86_64-linux]
 $ cd activerecord
 $ RAILS_STRICT_WARNINGS=1 ARCONN=sqlite3 bin/test test/cases/transaction_callbacks_test.rb -n /test_saving_two_records_that_override_object_id/
 /home/yahonda/.rbenv/versions/trunk/lib/ruby/gems/3.4.0+0/gems/minitest-5.25.1/lib/minitest/mock.rb:33: warning: redefining 'object_id' may cause serious problems
 Using sqlite3
 Run options: -n /test_saving_two_records_that_override_object_id/ --seed 5191
 
 # Running:
 
 /home/yahonda/src/github.com/rails/rails/activerecord/test/cases/transaction_callbacks_test.rb:524: warning: redefining 'object_id' may cause serious problems
 E
 
 Error:
 TransactionCallbacksTest#test_saving_two_records_that_override_object_id_should_run_after_rollback_callbacks_for_both:
 ActiveSupport::RaiseWarnings::WarningError: /home/yahonda/src/github.com/rails/rails/activerecord/test/cases/transaction_callbacks_test.rb:524: warning: redefining 'object_id' may cause serious problems
 
     /home/yahonda/src/github.com/rails/rails/activesupport/lib/active_support/testing/strict_warnings.rb:38:in 'ActiveSupport::RaiseWarnings#warn'
     test/cases/transaction_callbacks_test.rb:524:in 'Module#define_method'
     test/cases/transaction_callbacks_test.rb:524:in 'block in TransactionCallbacksTest#test_saving_two_records_that_override_object_id_should_run_after_rollback_callbacks_for_both'
     test/cases/transaction_callbacks_test.rb:523:in 'Class#initialize'
     test/cases/transaction_callbacks_test.rb:523:in 'Class#new'
     test/cases/transaction_callbacks_test.rb:523:in 'TransactionCallbacksTest#test_saving_two_records_that_override_object_id_should_run_after_rollback_callbacks_for_both'
 
 
 bin/test test/cases/transaction_callbacks_test.rb:522
 
 /home/yahonda/src/github.com/rails/rails/activerecord/test/cases/transaction_callbacks_test.rb:506: warning: redefining 'object_id' may cause serious problems
 E
 
 Error:
 TransactionCallbacksTest#test_saving_two_records_that_override_object_id_should_run_after_commit_callbacks_for_both:
 ActiveSupport::RaiseWarnings::WarningError: /home/yahonda/src/github.com/rails/rails/activerecord/test/cases/transaction_callbacks_test.rb:506: warning: redefining 'object_id' may cause serious problems
 
     /home/yahonda/src/github.com/rails/rails/activesupport/lib/active_support/testing/strict_warnings.rb:38:in 'ActiveSupport::RaiseWarnings#warn'
     test/cases/transaction_callbacks_test.rb:506:in 'Module#define_method'
     test/cases/transaction_callbacks_test.rb:506:in 'block in TransactionCallbacksTest#test_saving_two_records_that_override_object_id_should_run_after_commit_callbacks_for_both'
     test/cases/transaction_callbacks_test.rb:505:in 'Class#initialize'
     test/cases/transaction_callbacks_test.rb:505:in 'Class#new'
     test/cases/transaction_callbacks_test.rb:505:in 'TransactionCallbacksTest#test_saving_two_records_that_override_object_id_should_run_after_commit_callbacks_for_both'
 
 
 bin/test test/cases/transaction_callbacks_test.rb:504
 
 
 
 Finished in 0.028782s  69.4880 runs/s  0.0000 assertions/s.
 2 runs  0 assertions  0 failures  2 errors  0 skips
 $
 ```
 
 ### Additional information
 
 Refer to
 https://github.com/ruby/ruby/pull/11834
 
 Fix #53266
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [ ] Tests are added or updated if you fix a bug or add a feature.
 * [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 
 
 ",closed,activesupport/lib/active_support/testing/strict_warnings.rb,yahonda,2024-10-14T02:22:15Z,2024-10-15T00:34:23Z

53260,53264,Fix `pluck` with qualified name on loaded relation,"Since #53064 `arel_columns` is no longer a side-effect free helper method  so it runs on the spawned relation.
 
 Fixes #53260.
 ",closed,activerecord/lib/active_record/relation/calculations.rb; activerecord/lib/active_record/relation/query_methods.rb; activerecord/test/cases/calculations_test.rb,kamipo,2024-10-10T15:58:26Z,2024-10-10T16:18:04Z

53216,53240,Fix `db:migrate:reset` task,"Fixes #53216
 
 `db:migrate:reset` is broken  because we started to load the schema before migrating. This prevents migrations from running. This patch empties the schema before migrating  ensuring that migrations run as expected.
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,activerecord/lib/active_record/railties/databases.rake; railties/test/application/rake/dbs_test.rb,JoeDupuis,2024-10-09T01:36:39Z,2024-10-15T23:42:21Z

53205,54306,Fix routes being cleared when using `reload_routes!`:,"## Fix routes being cleared when using `reload_routes!`:
 
 ### Motivation / Background
 
 Pretty sure it fixes #54297 and #53205  but both issues didn't provide enough information.
 Though it fixes a legitimate issue on a public API method.
 
 ### Detail
 
 When using `Rails.application.reload_routes!` (which is public API)  in certain conditions  it is possible that this will clear almost all routes in the routeset.
 
 The line of code making this happen is this one. https://github.com/rails/rails/blob/38e9a72db45842d1d2f05fb2272df3a10225f981/actionpack/lib/action_dispatch/routing/route_set.rb#L460
 
 That flag is supposed to be `true` for the entire duration of evaluating multiple route files. This was the case before https://github.com/rails/rails/pull/53522  which introduced the issue. It indirectly resets that flag to false because of a recursion. This is a summary of the code order execution when calling `Rails.application.reload_routes`:
 
 1) The RouteSet sets the `disable_clear_and_finalize` flag to false  so that no routes gets cleared in between multiple call to `Rails.application.routes.draw`. [here](https://github.com/rails/rails/blob/38e9a72db45842d1d2f05fb2272df3a10225f981/railties/lib/rails/application/routes_reloader.rb#L57)
 2) All route files get evaluated  and any call to `Rails.application.routes.draw` gets picked up.
 3) We enter a recursion because the RouteSet in development is a LazyRouteSet which when calling `draw` reloads the route. [here](https://github.com/rails/rails/blob/38e9a72db45842d1d2f05fb2272df3a10225f981/railties/lib/rails/engine/lazy_route_set.rb#L72) and [here](https://github.com/rails/rails/blob/38e9a72db45842d1d2f05fb2272df3a10225f981/railties/lib/rails/application.rb#L163)
 4) All route files get evaluated again  the `disable_clear_and_finalize` is reset to false  we exit the recursion and continue where we were.
 5) The `disable_clear_and_finalize` is now false  any call to `Rails.application.draw` now resets all routes before it gets evaluated. Which basically means the very last one would have effect.
 
 ------------------------
 
 I can only think of two way where `reload_routes` may cause a issue:
 
 - Inside a Rake task
 - Inside a middleware
 
 This is because the application needs to be initialized and the routeset never evaluated in order to trigger the bug. https://github.com/railsware/js-routes/pull/320 and https://github.com/amatsuda/traceroute/issues/49 confirms it.
 
 ## Solution
 
 When calling `reload_routes!`  if the routes were never loaded  load them and set the `loaded` flag. Otherwise  also load them but with the difference that with the `loaded` flag set  we won't reset all routes.
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,actionpack/CHANGELOG.md; railties/lib/rails/application.rb; railties/lib/rails/application/routes_reloader.rb; railties/test/application/rake_test.rb,Edouard-chin,2025-01-21T05:00:50Z,2025-01-27T20:15:44Z

53147,53154,ConnectionPool#unpin_connection! handle lazily pinned connections,"Fix: https://github.com/rails/rails/issues/53147
 
 In `setup_transactional_fixtures` we register a callback to lazily pin a connections in pools that are created after the fixtures setup.
 
 But when this callback is used  the connection owner might be a different thread than the one that will call `teardown_transactional_fixtures`.
 
 To handle that  we must steal the connection when doing the final unpinning.
 ",closed,activerecord/CHANGELOG.md; activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb,byroot,2024-10-02T15:22:31Z,2024-10-02T15:34:31Z

53117,53116,fix for rubocop failing after initial generation,"<!--
 Thanks for contributing to Rails!
 
 Please do not make *Draft* pull requests  as they still send
 notifications to everyone watching the Rails repo.
 
 Create a pull request when it is ready for review and feedback
 from the Rails team :).
 
 If your pull request affects documentation or any non-code
 changes  guidelines for those changes are [available
 here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)
 
 About this template
 
 The following template aims to help contributors write a good description for their pull requests.
 We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added)  the motivation behind the changes  and complete the checklist below before opening a pull request.
 
 Feel free to discard it if you need to (e.g. when you just fix a typo). -->
 
 ### Motivation / Background
 
 <!--
 Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
 If you are fixing a specific issue  include ""Fixes #ISSUE"" (replace with the issue number  remove the quotes) and the issue will be linked to this PR.
 -->
 
 This Pull Request has been created because after generating a clean new rails 8 app  rubocop fails (see https://github.com/rails/rails/issues/53117)
 ### Detail
 
 This Pull Request changes a small typo in `user.rb`
 
 ### Additional information
 
 <!-- Provide additional information such as benchmarks  references to other repositories  or alternative solutions. -->
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,railties/lib/rails/generators/rails/authentication/templates/app/models/user.rb,baldarn,2024-09-30T13:51:53Z,2024-09-30T14:12:13Z

53081,53134,ActiveRecord::Result#each to yield regular Hash,"Followup: https://github.com/rails/rails/pull/51744
 Fix: https://github.com/rails/rails/issues/53081
 Closes: https://github.com/rails/rails/pull/53088
 
 While the yielded type wasn't specified and we could always return the more efficient format  there's too many code out there that depend on this behavior.
 
 Ultimately  queries done with `exec_query` are rare  as long as Active Record itself use the more efficient path to instantiate records  most of the gain is obtained.
 ",closed,activerecord/lib/active_record/connection_adapters/sqlite3_adapter.rb; activerecord/lib/active_record/querying.rb; activerecord/lib/active_record/result.rb,byroot,2024-10-01T14:20:44Z,2024-10-01T15:17:26Z

53063,53064,Fix `pluck` with using join alias,"Correctly adds references values when alias qualified column name is passed.
 
 Fixes #53063.
 ",closed,activerecord/lib/active_record/relation/query_methods.rb; activerecord/test/cases/calculations_test.rb,kamipo,2024-09-27T08:59:42Z,2024-09-28T09:13:11Z

53008,53125,Fix `ActiveSupport::HashWithIndifferentAccess#stringify_keys` to stringify all keys not just symbols.,"Fix: https://github.com/rails/rails/issues/53008
 
 ```ruby
 { 1 => 2 }.with_indifferent_access.stringify_keys[1] # => 2
 ```
 
 After this change:
 
 ```ruby
 { 1 => 2 }.with_indifferent_access.stringify_keys[""1""] # => 2
 ```
 
 This change can be seen as a bug fix  but since it behaved like this for a very long time  we're deciding  to not backport the fix.",closed,activesupport/CHANGELOG.md; activesupport/lib/active_support/hash_with_indifferent_access.rb; activesupport/test/hash_with_indifferent_access_test.rb,byroot,2024-09-30T21:06:14Z,2024-09-30T21:48:13Z

52986,52988,Fix #52986,"
 <!--
 Thanks for contributing to Rails!
 
 Please do not make *Draft* pull requests  as they still send
 notifications to everyone watching the Rails repo.
 
 Create a pull request when it is ready for review and feedback
 from the Rails team :).
 
 If your pull request affects documentation or any non-code
 changes  guidelines for those changes are [available
 here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)
 
 About this template
 
 The following template aims to help contributors write a good description for their pull requests.
 We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added)  the motivation behind the changes  and complete the checklist below before opening a pull request.
 
 Feel free to discard it if you need to (e.g. when you just fix a typo). -->
 
 ### Motivation / Background
 
 <!--
 Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
 If you are fixing a specific issue  include ""Fixes #ISSUE"" (replace with the issue number  remove the quotes) and the issue will be linked to this PR.
 -->
 
 This Pull Request has been created because a freshly generated Rails project contains a linter violation despite of its custom Rails omakase Rubocop rules.
 
 ### Detail
 This Pull Request edits the offending line to be compliant with the Rubocop style a new Rails project ships with.
 
 ### Additional information
 While the commented-out rule in a new Rails project’s .rubocop.yml suggests that exactly this rule is subject to some controversy  it seems odd to have `rails new` generate a project that already contains violations.
 
 I see four options:
 
 - Un-comment the custom rule from the generated .rubocop.yml that would not make this fail
 - Exclude config/environments/production.rb from rubocop linting (of this rule)
 - Disable the rule for the line in /config/environments/production.rb
 - Use spaces to conform to the rule
 
 Out of the four  this PR suggests to conform to the rules the project ships with by standard.
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,actionmailbox/test/test_helper.rb; actiontext/test/test_helper.rb; railties/lib/rails/generators/rails/app/templates/config/environments/production.rb.tt; railties/lib/rails/generators/rails/plugin/templates/test/test_helper.rb.tt; railties/test/generators/shared_generator_tests.rb,FrancescoK,2024-09-20T11:25:01Z,2024-09-20T18:49:37Z

52982,52996,Add reload! as a IRB::HelperMethod so it can be combined with other calls in a single statement. Fixes rails/rails#52982,"It is useful to iterate and test in the console by reloading and executing something in a single line command. Something like:
 
 reload!; Post.find(123).test_a_thing
 
 This makes it easy to quickly switch to the console  hit up and enter to re-execute after a code change.
 
 This restores functionality that used to work until a few months ago.",closed,railties/lib/rails/commands/console/irb_console.rb,pbhogan,2024-09-20T19:39:42Z,2024-10-01T15:19:39Z

52973,53118,Make the query cache executor transactional fixtures aware,"Fix: https://github.com/rails/rails/issues/52973
 
 Checking for `transaction_open?` only cause the Puma thread to not release the connection if we're still inside a fixture transaction.
 
 We need to check `joinable?` too.
 ",closed,activerecord/CHANGELOG.md; activerecord/lib/active_record/connection_adapters/abstract/connection_pool.rb; activerecord/lib/active_record/query_cache.rb; activerecord/lib/active_record/railtie.rb; activerecord/test/cases/connection_management_test.rb,casperisfine,2024-09-30T15:18:38Z,2024-09-30T20:27:50Z

52902,53310,Skip Action View error mapping tests on 3.4+,"Ref: https://github.com/rails/rails/issues/52902
 
 We'll fix them for real  but in the meantime we acknowledge the failure so CI can remain green.
 ",closed,actionpack/test/support/rack_parsing_override.rb; actionview/lib/action_view/template.rb; actionview/test/template/render_test.rb,casperisfine,2024-10-15T10:47:57Z,2024-10-15T11:20:14Z

52902,53312,[7.2] Skip Action View error mapping tests on 3.4+,"Ref: #52902
 
 We'll fix them for real  but in the meantime we acknowledge the failure so CI can remain green.
 ",closed,actionview/test/template/render_test.rb,casperisfine,2024-10-15T11:29:28Z,2024-10-15T11:44:01Z

52902,53313,[7.1] Skip Action View error mapping tests on 3.4+,"Ref: #52902
 
 We'll fix them for real  but in the meantime we acknowledge the failure so CI can remain green.
 ",closed,actionview/test/template/render_test.rb; activesupport/test/deprecation_test.rb; activesupport/test/test_case_test.rb,casperisfine,2024-10-15T11:53:39Z,2024-10-15T14:11:08Z

52900,52927,Do not create `scan_js` workflow for API-only apps #52900,"### Motivation / Background
 
 This Pull Request has been created because it fixes #52900.
 
 ### Detail
 
 This Pull Request will now only generate the `scan_js` CI workflow for the full-stack rails app using importmaps as javascript bundling. 
 
 Previously the `scan_js` workflow was generated for the API-only apps resulting in the `bin/importmap: No such file or directory` error when pushing the code to the GitHub repo.
 
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [ ] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,railties/lib/rails/generators/rails/app/templates/github/ci.yml.tt,JuzerShakir,2024-09-14T07:21:53Z,2024-09-16T22:11:16Z

52900,52883,Kamal 2 compatible configuration,Kamal 2 is bringing auto-SSL and multi-app deploys to the party. Along with other updates like simpler builders  aliases  and secrets. Update Rails 8 defaults to match.,closed,Gemfile; Gemfile.lock; railties/lib/rails/generators/app_base.rb; railties/lib/rails/generators/rails/app/templates/Gemfile.tt; railties/lib/rails/generators/rails/app/templates/config/deploy.yml.tt; railties/lib/rails/generators/rails/app/templates/config/environments/production.rb.tt; railties/lib/rails/generators/rails/app/templates/env.erb.tt; railties/lib/rails/generators/rails/app/templates/kamal-secrets.tt; railties/test/generators/app_generator_test.rb,dhh,2024-09-11T15:17:15Z,2024-09-19T21:04:36Z

52852,53029,[ci skip] Add documentation for `nulls_not_distinct` option,"### Motivation / Background
 Fixes #52852 
 
 This Pull Request has been created because API documentation was missing for the `nulls_not_distinct` option from the `ActiveRecord::ConnectionAdapters::SchemaStatements.add_index` method. 
 
 ### Detail
 
 Documentation for `nulls_not_distinct` was added to the file `abstract/schema_statements.rb` following the style of existing documentation. According to the original PR #48608  where `nulls_not_distinct` was implemented  this option only works for PostgreSQL versions of 15.0.0 or greater  so this detail was included in the note of the documentation.
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,activerecord/lib/active_record/connection_adapters/abstract/schema_statements.rb,jgsheppa,2024-09-24T14:45:26Z,2024-09-24T17:39:53Z

52829,53320,Load schema when running db:migrate on fresh dbs,"### Motivation / Background
 
 Loading database schemas before `db:migrate` for a single database was fixed in #52830. However  this approach fails when multiple databases are defined. This fix addresses the issue by moving schema loading to occur before initiating database migrations.
 
 ### Detail
 
 `db:migrate` has different logic when single or multiple databases are defined (https://github.com/rails/rails/blob/main/activerecord/lib/active_record/railties/databases.rake#L92-L102). When multiple DBs are defined  `migration` method is invoked only for the DBs with pending migrations. The fix moves DBs schema load for new DBs before DBs migrations are invoked.
 
 ### Additional information
 
 <!-- Provide additional information such as benchmarks  references to other repositories  or alternative solutions. -->
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,activerecord/lib/active_record/railties/databases.rake; activerecord/lib/active_record/tasks/database_tasks.rb; railties/test/application/rake/dbs_test.rb,mkasztelnik,2024-10-15T22:17:43Z,2024-10-28T17:53:45Z

52829,53474,Load schema when running db:migrate on fresh dbs,"Backports #53320 to 8-0-stable.
 
 References #52830.
 
 /cc @mkasztelnik ",closed,activerecord/CHANGELOG.md; activerecord/lib/active_record/railties/databases.rake; activerecord/lib/active_record/tasks/database_tasks.rb; railties/test/application/rake/dbs_test.rb,jeremy,2024-10-28T17:16:05Z,2024-10-28T17:46:34Z

52776,52777,Make sure we are using the correct connection pool when dumping the schema,"This was broken by https://github.com/rails/rails/commit/175bf8259a83853836657c0fbf300dfa3842e535.
 
 Before we were switching the connection pool to use the one for the
 correspondent db config  but since we moved the `dump_schema` call to
 outside of the `with_temporary_pool` block  we were using the default
 connection pool.
 
 Fixes https://github.com/rails/rails/issues/52776.",closed,activerecord/lib/active_record/tasks/database_tasks.rb; railties/test/application/rake/multi_dbs_test.rb,rafaelfranca,2024-09-02T19:30:36Z,2024-09-02T20:19:34Z

52742,53107,Make Float distinguish between `float4` and `float8` in PostgreSQL,"<!--
 Thanks for contributing to Rails!
 
 Please do not make *Draft* pull requests  as they still send
 notifications to everyone watching the Rails repo.
 
 Create a pull request when it is ready for review and feedback
 from the Rails team :).
 
 If your pull request affects documentation or any non-code
 changes  guidelines for those changes are [available
 here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)
 
 About this template
 
 The following template aims to help contributors write a good description for their pull requests.
 We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added)  the motivation behind the changes  and complete the checklist below before opening a pull request.
 
 Feel free to discard it if you need to (e.g. when you just fix a typo). -->
 
 ### Motivation / Background
 
 Fixes #52742
 
 <!--
 Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
 If you are fixing a specific issue  include ""Fixes #ISSUE"" (replace with the issue number  remove the quotes) and the issue will be linked to this PR.
 -->
 
 This Pull Request has been created because when dumping a PostgreSQL schema that includes a `float4` column (defined as `float(24)`)  the column is represented as `float` in the generated schema dump. However  when loading this schema  the `float4` column is converted to `float8`.
 
 ### Detail
 
 This Pull Request fixes https://github.com/rails/rails/issues/52742
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [x] Tests are added or updated if you fix a bug or add a feature.
 * [x] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,activerecord/CHANGELOG.md; activerecord/lib/active_record/connection_adapters/postgresql_adapter.rb; activerecord/test/cases/schema_dumper_test.rb; activerecord/test/schema/schema.rb,tnagatomi,2024-09-30T06:14:12Z,2024-09-30T07:28:44Z

52724,52725,Promote use of Rails.application.credentials and better bucket names in Active Storage Overview documentation.,"<!--
 Thanks for contributing to Rails!
 
 Please do not make *Draft* pull requests  as they still send
 notifications to everyone watching the Rails repo.
 
 Create a pull request when it is ready for review and feedback
 from the Rails team :).
 
 If your pull request affects documentation or any non-code
 changes  guidelines for those changes are [available
 here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)
 
 About this template
 
 The following template aims to help contributors write a good description for their pull requests.
 We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added)  the motivation behind the changes  and complete the checklist below before opening a pull request.
 
 Feel free to discard it if you need to (e.g. when you just fix a typo). -->
 
 ### Motivation / Background
 
 <!--
 Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
 If you are fixing a specific issue  include ""Fixes #ISSUE"" (replace with the issue number  remove the quotes) and the issue will be linked to this PR.
 -->
 
 This Pull Request has been created because #52724 
 
 ### Detail
 
 This Pull Request changes 
 
 - active_storage_overview.md
 
 ### Additional information
 
 <!-- Provide additional information such as benchmarks  references to other repositories  or alternative solutions. -->
 
 ### Checklist
 
 Before submitting the PR make sure the following are checked:
 
 * [x] This Pull Request is related to one change. Unrelated changes should be opened in separate PRs.
 * [x] Commit message has a detailed description of what changed and why. If this PR fixes a related issue include it in the commit message. Ex: `[Fix #issue-number]`
 * [ ] Tests are added or updated if you fix a bug or add a feature.
 * [ ] CHANGELOG files are updated for the changed libraries if there is a behavior change or additional feature. Minor bug fixes and documentation changes should not be included.
 ",closed,guides/source/active_storage_overview.md,sharvy,2024-08-27T21:55:51Z,2024-08-28T20:46:16Z

52708,52718,Removed credentials from action mailer config documentation.,"<!--
 Thanks for contributing to Rails!
 
 Please do not make *Draft* pull requests  as they still send
 notifications to everyone watching the Rails repo.
 
 Create a pull request when it is ready for review and feedback
 from the Rails team :).
 
 If your pull request affects documentation or any non-code
 changes  guidelines for those changes are [available
 here](https://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)
 
 About this template
 
 The following template aims to help contributors write a good description for their pull requests.
 We'd like you to provide a description of the changes in your pull request (i.e. bugs fixed or features added)  the motivation behind the changes  and complete the checklist below before opening a pull request.
 
 Feel free to discard it if you need to (e.g. when you just fix a typo). -->
 
 ### Motivation / Background
 
 <!--
 Describe why this Pull Request needs to be merged. What bug have you fixed? What feature have you added? Why is it important?
 If you are fixing a specific issue  include ""Fixes #ISSUE"" (replace with the issue number  remove the quotes) and the issue will be linked to this PR.
 -->
 
 This Pull Request has been created because #52708 
 
 ### Detail
 
 This Pull Request changes following file:
 1. `guides/source/action_mailer_basics.md`
 
